Address,C.Ostan,Tedad.a,Gender,Age,Savad,InEdu,Edu,Faaliat,T.shaghel,T.M.S,T.O,S.Z,N.S,Masleh,oto,motor,do,radio,zabt,TV.S,TV.r,DVD,Pc,mobile,freeizer,yakhchal,yakhchal.f,gaz,jaro.b,m.lebas,charkh.kh,panke,cooler.a,cooler.g,m.zarf,microfer,ab.l,bargh,gaz.l,tel,internet,hamam,ashpazkhane,cooler.a.s,broodat.m,hararat.m,package,cooler.g.s,fazelab,sookht.p,sookht.g,sookht.ab,H_Khorakivadokhani,H_Noshidani,H_Pushak,H_Maskan,H_mobleman,H_behdasht,H_Hamlonaghl,H_Ertebatat,H_Tafrihat,H_Ghazayeamade,H_kalavakhadamat,D_Mozd,D_Azad,D_Motefaraghe,D_Yarane
10501058511,5,3,1,38,1,2,2,1,1,3,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,8151700,NA,350000,3750000,695000,NA,2.00E+06,3.00E+05,NA,NA,360000,NA,1.81E+08,NA,16380000
10501058512,5,4,1,64,1,2,1,1,1,1,4,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,7021600,NA,NA,6845000,920000,510000,950000,730000,NA,NA,310000,NA,2.16E+08,NA,21840000
10501058513,5,3,1,58,1,2,1,1,2,3,4,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,6215000,2.00E+06,NA,6240000,540000,NA,150000,1.00E+06,NA,NA,540000,3.00E+07,1.60E+08,NA,16380000
10501058514,5,4,1,44,1,2,4,1,1,4,4,80,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,8296000,NA,NA,9100000,990000,NA,1280000,430000,NA,NA,1910000,348520000,NA,NA,21840000
10501058520,5,3,1,45,1,2,4,1,1,3,3,50,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,6446000,NA,6.00E+05,4690000,590000,1.00E+05,4.00E+05,120000,NA,NA,970000,1.00E+08,NA,31800000,14105000
10501058523,5,6,1,50,1,2,5,1,1,1,3,80,3,1,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,18501000,NA,4200000,9400000,3020000,2460000,1900000,7.00E+05,1.00E+06,NA,1590000,330450000,NA,2.14E+08,32760000
10501058612,5,4,1,44,1,2,4,1,1,1,3,80,3,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,16603000,NA,NA,5750000,1190000,7.00E+05,6.00E+05,850000,5.00E+05,1270000,1300000,NA,3.04E+08,NA,21840000
10501058613,5,6,1,59,1,2,1,1,1,1,3,80,3,1,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,11720000,NA,850000,7500000,1165000,410000,2.00E+06,1250000,NA,NA,1070000,1.80E+08,NA,NA,32760000
10501058617,5,5,1,71,1,2,1,3,1,1,4,110,3,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,4,14,24,12655000,NA,4200000,4150000,590000,1720000,2.00E+06,1600000,5.00E+05,2.00E+05,2510000,7.00E+07,NA,201600000,38220000
10501058620,5,6,1,53,1,2,2,1,1,1,3,70,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,6826000,NA,650000,8750000,735000,NA,1100000,930000,NA,140000,880000,1.00E+08,NA,4500000,32760000
10501058623,5,4,1,44,1,2,1,1,1,4,3,65,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,7694000,1750000,NA,8215000,620000,50000,4.00E+05,2.00E+05,NA,NA,890000,NA,148500000,2700000,21840000
10501058707,5,3,1,49,1,2,4,1,1,1,4,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,7940000,NA,2100000,4510000,570000,1750000,1.00E+06,3.00E+05,NA,NA,1250000,NA,3.60E+08,392900000,16380000
10501058711,5,3,1,49,1,2,4,1,1,6,4,100,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10568000,NA,NA,5990000,1310000,NA,4.00E+05,650000,280000,210000,570000,NA,1.70E+08,3.20E+07,16380000
10501058714,5,1,2,74,2,NA,NA,3,NA,6,3,60,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,5539500,NA,NA,3780000,860000,NA,150000,240000,NA,NA,80000,NA,NA,172750000,5460000
10501058715,5,2,1,33,1,2,6,1,1,6,4,100,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,17915000,NA,7800000,7450000,960000,NA,1800000,1020000,450000,1.00E+06,1470000,3.12E+08,NA,NA,10920000
10501058720,5,3,2,60,1,2,2,3,NA,6,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,7787000,NA,NA,6270000,1050000,5890000,4.00E+05,3.00E+05,NA,NA,1260000,NA,NA,2.01E+08,16380000
10501058723,5,5,1,78,2,NA,NA,3,1,1,4,110,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,13590000,3.00E+05,5500000,5300000,720000,4420000,450000,3.00E+05,NA,360000,1700000,1.60E+07,NA,2.55E+08,21840000
10501058807,5,4,1,47,1,2,2,2,NA,1,3,45,3,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6348000,NA,2800000,6240000,740000,1450000,1300000,150000,NA,150000,1040000,4.00E+07,NA,789440000,21840000
10501058810,5,7,1,46,1,2,2,1,2,1,4,160,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,16547000,9.00E+05,450000,10310000,1420000,3.00E+05,2750000,750000,NA,NA,730000,NA,3.45E+08,10880000,38220000
10501058813,5,5,1,39,1,2,4,1,1,6,3,95,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,9678800,NA,NA,8050000,850000,NA,1500000,7.00E+05,NA,NA,380000,7.20E+07,2.40E+08,5780000,27300000
10501058818,5,3,1,70,2,NA,NA,3,1,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,7524400,NA,NA,6580000,825000,8.00E+05,650000,470000,NA,NA,620000,NA,6.00E+07,252760000,16380000
10501058820,5,4,1,39,1,2,1,1,1,3,3,120,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,6792000,1800000,NA,6450000,790000,2550000,1400000,650000,NA,360000,1440000,1.10E+08,NA,5680000,21840000
10501058823,5,6,1,82,1,2,1,3,1,1,4,150,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10871600,NA,NA,10500000,1150000,1750000,7.00E+05,1050000,NA,NA,1430000,1.80E+08,NA,9.60E+07,32760000
10501058908,5,2,1,60,2,NA,NA,1,1,1,4,75,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,7792500,NA,NA,6790000,660000,3.00E+05,180000,2.00E+05,NA,NA,80000,NA,208500000,NA,10920000
10501058909,5,4,1,50,1,2,4,1,1,1,4,75,2,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,7072500,NA,NA,6550000,830000,2820000,3910000,550000,1700000,NA,2060000,1.80E+08,NA,NA,21840000
10501058915,5,3,1,34,1,2,4,1,1,1,4,75,2,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,7992000,1200000,NA,8550000,380000,NA,7.00E+05,1.00E+05,NA,NA,650000,134880000,NA,NA,16380000
10501058917,5,3,1,71,2,NA,NA,3,1,1,4,80,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,5820500,2400000,NA,7850000,169000,8.00E+05,3.00E+05,3.00E+05,NA,NA,2160000,NA,1.37E+08,2.90E+07,16380000
10501058920,5,4,1,50,1,2,2,1,1,1,4,75,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5326500,NA,NA,8386000,540000,2.00E+05,8.00E+05,280000,NA,NA,7.00E+05,2.40E+08,NA,22400000,21840000
10501058923,5,4,1,50,1,2,4,1,1,1,4,75,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,7097500,NA,NA,7135000,630000,3350000,5.00E+05,1300000,NA,NA,1110000,NA,1.85E+08,NA,21840000
10501059008,5,6,1,66,2,NA,NA,3,2,6,5,120,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,4850000,NA,NA,6950000,810000,NA,2.00E+05,4.00E+05,NA,NA,880000,8.40E+07,NA,3.50E+07,32760000
10501059011,5,3,1,33,1,2,4,1,1,6,4,100,3,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,8440000,NA,1.00E+06,5550000,180000,680000,1650000,1.00E+06,250000,6.00E+05,440000,2.40E+08,NA,1800000,NA
10501059016,5,1,2,73,2,NA,NA,3,NA,1,3,75,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,2380000,NA,NA,6900000,380000,2900000,1.00E+05,1.00E+05,NA,NA,NA,NA,NA,7.20E+07,5460000
10501059017,5,2,2,83,2,NA,NA,3,NA,1,4,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,2696000,3800000,NA,4500000,2.00E+05,1400000,NA,NA,NA,NA,50000,NA,NA,72500000,10920000
10501059020,5,5,1,36,1,2,1,2,NA,3,2,20,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,3570000,350000,NA,4400000,135000,NA,NA,70000,NA,NA,1.00E+05,2.00E+07,NA,4.50E+07,27300000
10501059111,5,5,1,54,1,2,1,1,1,1,4,100,3,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,10078200,NA,1600000,8590000,8.00E+05,NA,1.00E+06,3.00E+05,NA,2.00E+05,630000,NA,2.20E+08,2500000,27300000
10501059112,5,5,1,45,1,2,1,1,1,1,4,130,3,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,15632500,NA,3700000,7150000,7.00E+05,11100000,950000,1200000,5.00E+05,3.00E+05,1350000,NA,2.57E+08,2700000,21840000
10501059114,5,4,1,56,1,2,6,3,NA,1,4,120,3,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,17712500,NA,NA,8250000,1200000,15750000,2500000,1300000,NA,NA,850000,NA,NA,4.84E+08,21840000
10501059117,5,4,2,53,2,NA,NA,3,1,1,4,120,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,13459500,NA,4800000,9350000,1010000,2450000,350000,7.00E+05,NA,NA,4.00E+05,2.00E+07,1.20E+08,2.50E+08,21840000
10501059120,5,4,1,31,1,1,8,1,1,1,4,170,3,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,8800000,NA,NA,7550000,NA,7100000,3100000,9.00E+05,1.00E+06,NA,1530000,299999996,NA,130700000,21840000
10501059123,5,5,1,65,1,2,1,3,NA,1,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,11798300,9.00E+05,NA,9210000,1010000,NA,1300000,7.00E+05,NA,180000,980000,NA,NA,266750000,21840000
10501059210,5,4,1,34,1,2,6,1,1,3,4,100,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,16445000,4.00E+06,14400000,10855000,940000,1.50E+07,3200000,1200000,NA,1450000,660000,NA,3.53E+08,NA,21840000
10501059211,5,4,1,47,1,2,2,1,1,3,3,70,3,2,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,5048000,NA,450000,6280000,785000,1280000,1.00E+05,170000,NA,NA,160000,NA,1.14E+08,NA,20930000
10501059215,5,3,2,84,2,NA,NA,3,1,3,4,100,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,7160000,1050000,1550000,11990000,760000,NA,2.00E+05,2.00E+05,NA,NA,340000,4.50E+07,NA,211090000,16380000
10501059218,5,1,2,66,2,NA,NA,3,NA,4,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6143000,NA,NA,10770000,280000,3.00E+05,150000,80000,NA,NA,80000,NA,NA,139530000,5460000
10501059220,5,3,2,61,2,NA,NA,3,NA,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6753500,NA,NA,7950000,1040000,470000,4.00E+05,3.00E+05,NA,NA,620000,NA,NA,140970000,16380000
10501059223,5,4,1,46,1,2,1,1,1,4,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6124000,NA,NA,8430000,1230000,4680000,140000,120000,NA,250000,225000,7.00E+07,NA,6.00E+07,21840000
10501059311,5,4,1,53,1,2,1,3,NA,1,3,90,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,12166000,5.00E+05,NA,9820000,1110000,1970000,950000,4.00E+05,NA,NA,6.00E+05,NA,NA,203720000,27300000
10501059312,5,3,2,62,2,NA,NA,3,NA,1,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,4,14,24,3165000,NA,NA,9130000,250000,220000,1.00E+05,350000,NA,NA,NA,NA,NA,9.70E+07,16380000
10501059314,5,6,1,47,1,2,4,1,1,1,3,80,3,1,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,14465000,NA,1300000,9520000,1355000,2.00E+05,1700000,646000,NA,NA,1850000,NA,3.50E+08,86400000,NA
10501059317,5,4,1,53,2,NA,NA,1,2,1,4,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,6783500,NA,NA,8052000,370000,450000,3.00E+05,370000,NA,170000,530000,5.00E+07,130500000,1720000,21840000
10501059320,5,3,1,41,1,2,4,1,1,3,3,75,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6634000,NA,NA,6900000,420000,5.00E+05,350000,2.00E+05,NA,NA,2.00E+05,NA,1.60E+08,1380000,16380000
10501059323,5,2,1,75,2,NA,NA,3,NA,1,4,130,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6920300,NA,NA,9610000,940000,NA,270000,240000,NA,NA,1.00E+05,NA,NA,227030000,10920000
10501059408,5,3,1,54,1,2,1,3,NA,1,4,120,3,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,12331000,3300000,1100000,10050000,1050000,9.00E+05,2650000,1.00E+06,NA,NA,2320000,NA,NA,3.34E+08,16380000
10501059414,5,2,2,69,2,NA,NA,3,NA,6,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,6890100,NA,NA,7450000,530000,NA,2.00E+05,5.00E+05,NA,NA,230000,NA,NA,155500000,10920000
10501059416,5,2,1,57,2,NA,NA,3,NA,1,4,150,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,13872000,NA,7600000,9350000,6.00E+05,2600000,2700000,950000,640000,450000,7.00E+05,NA,NA,265500000,10920000
10501059420,5,5,1,60,1,2,5,3,NA,1,5,180,3,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,8677000,NA,1500000,8950000,1090000,2380000,2300000,1850000,5.00E+05,NA,2520000,NA,NA,2.63E+09,27300000
10501059423,5,4,1,73,2,NA,NA,1,2,1,4,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10462000,NA,NA,8380000,660000,1450000,1640000,980000,NA,NA,710000,198760000,85900000,2500000,21840000
10502059508,5,5,1,59,2,NA,NA,3,2,1,8,120,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,9908600,NA,2100000,8270000,905000,1400000,360000,295000,NA,NA,485000,NA,7.70E+07,24500000,27300000
10502059511,5,5,1,42,1,2,2,1,1,1,3,80,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,6210200,NA,1900000,8020000,685000,2.00E+05,1300000,2.00E+05,1665000,NA,1120000,1.30E+08,NA,2280000,27300000
10502059514,5,2,2,56,1,2,1,3,NA,6,3,50,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,2777500,6.00E+05,NA,6033000,235000,3870000,230000,1.00E+05,NA,NA,1.00E+05,NA,NA,6.20E+07,10920000
10502059515,5,1,2,58,2,NA,NA,3,NA,6,3,75,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,1728000,NA,NA,6830000,NA,NA,NA,2.00E+05,NA,NA,NA,NA,NA,202800000,10920000
10502059520,5,3,1,48,1,2,1,3,NA,3,3,40,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,3971500,NA,NA,4700000,565000,NA,390000,120000,150000,NA,270000,NA,NA,9.30E+07,16380000
10502059523,5,4,1,39,1,2,4,1,1,1,4,90,3,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,9890000,NA,2880000,9080000,360000,250000,3.00E+05,5.00E+05,2420000,40000,1870000,5.50E+07,98500000,3.00E+07,17290000
10502059611,5,3,1,43,1,2,4,1,1,6,5,170,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,5116500,NA,NA,47300000,860000,670000,3400000,1.00E+06,NA,NA,1470000,NA,2.16E+08,NA,16380000
10502059614,5,4,2,53,1,2,2,3,NA,1,4,130,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,16169500,NA,NA,16660000,1085000,NA,2150000,1520000,NA,NA,1840000,NA,NA,314100000,21840000
10502059620,5,6,1,48,1,2,4,1,1,4,4,100,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,14836500,NA,9230000,40940000,1380000,2160000,3300000,1350000,1.00E+06,1670000,3490000,NA,573500000,1.50E+07,NA
10502059623,5,4,1,80,1,2,2,3,1,1,4,130,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,12062500,NA,4230000,36950000,1610000,120000,1140000,695000,NA,NA,1295000,351320000,NA,376380000,16380000
10502059711,5,3,1,59,1,2,5,3,NA,1,5,180,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,4,14,24,25022000,NA,NA,32260000,1260000,4990000,3600000,1050000,NA,NA,8.00E+05,NA,NA,661090000,21840000
10502059717,5,3,1,36,1,2,6,1,1,1,4,90,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,4,14,24,19572400,NA,NA,24100000,1295000,1.00E+06,1700000,1050000,NA,NA,1240000,293119992,NA,5230000,16380000
10502059807,5,1,2,51,1,2,1,3,NA,1,3,80,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,5569000,NA,NA,7005000,6.00E+05,195000,2.00E+05,345000,NA,NA,140000,NA,NA,1.78E+08,5460000
10502059809,5,2,1,51,1,2,2,1,1,1,2,50,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,4,14,24,3175000,NA,NA,4340000,255000,NA,250000,90000,NA,NA,165000,1.50E+07,23500000,7.20E+07,14560000
