Address,C.Ostan,Tedad.a,Gender,Age,Savad,InEdu,Edu,Faaliat,T.shaghel,T.M.S,T.O,S.Z,N.S,Masleh,oto,motor,do,radio,zabt,TV.S,TV.r,DVD,Pc,mobile,freeizer,yakhchal,yakhchal.f,gaz,jaro.b,m.lebas,charkh.kh,panke,cooler.a,cooler.g,m.zarf,microfer,ab.l,bargh,gaz.l,tel,internet,hamam,ashpazkhane,cooler.a.s,broodat.m,hararat.m,package,cooler.g.s,fazelab,sookht.p,sookht.g,sookht.ab,H_Khorakivadokhani,H_Noshidani,H_Pushak,H_Maskan,H_mobleman,H_behdasht,H_Hamlonaghl,H_Ertebatat,H_Tafrihat,H_Ghazayeamade,H_kalavakhadamat,D_Mozd,D_Azad,D_Motefaraghe,D_Yarane
10512068915,5,6,1,37,1,2,2,1,1,1,6,260,2,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,4,14,24,12318500,NA,NA,9.00E+06,940000,NA,2100000,3300000,NA,NA,550000,NA,7.61E+09,NA,NA
10512068917,5,3,1,26,1,2,1,1,1,1,3,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,9201000,1.00E+06,NA,9050000,910000,NA,180000,2.00E+05,NA,NA,750000,96500000,7.80E+07,NA,16380000
10512068920,5,5,1,66,1,2,1,1,2,7,2,30,3,8,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,11,25,12670600,2400000,1200000,1.00E+06,1290000,1500000,1500000,180000,NA,NA,650000,1.85E+08,NA,NA,27300000
10512068923,5,2,1,25,1,2,2,1,1,7,2,40,3,8,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,3,15,25,8804000,NA,2.00E+06,1720000,860000,250000,8.00E+05,440000,250000,NA,380000,1.28E+08,NA,1030000,10920000
10513069008,5,3,1,70,1,2,1,3,NA,1,5,80,3,8,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,6105400,1500000,NA,6770000,790000,16500000,650000,590000,NA,NA,6.00E+05,NA,NA,238900000,21840000
10513069009,5,1,2,76,2,NA,NA,3,NA,1,2,18,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,3134000,NA,NA,2.00E+06,115000,650000,150000,1.00E+05,NA,NA,NA,NA,NA,2.80E+07,5460000
10513069013,5,4,1,70,2,NA,NA,1,2,1,5,110,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,6327000,NA,NA,5650000,780000,2550000,7.00E+05,250000,NA,NA,650000,1.35E+08,-2500000,3.00E+07,21840000
10513069014,5,2,1,59,2,NA,NA,1,1,1,2,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,4155000,NA,1.00E+05,3310000,NA,780000,250000,80000,NA,NA,180000,NA,1.70E+07,37800000,10920000
10513069020,5,2,1,95,2,NA,NA,3,NA,1,3,40,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,5473500,NA,NA,2500000,325000,1150000,240000,85000,NA,NA,150000,NA,NA,71860000,10920000
10513069023,5,3,1,32,1,2,2,1,1,1,3,70,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5483000,NA,NA,7510000,650000,NA,1300000,315000,NA,NA,NA,NA,126500000,1862000,16380000
10513069108,5,2,1,27,1,2,2,1,1,3,3,107,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,7605800,NA,NA,6740000,510000,NA,950000,3.00E+05,NA,NA,470000,NA,371500000,NA,10920000
10513069111,5,4,1,53,1,2,2,1,2,3,4,115,3,1,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,11171700,NA,NA,9630000,750000,14400000,2.00E+06,5.00E+05,NA,7.00E+05,750000,2.15E+08,NA,2.39E+08,21840000
10513069114,5,3,1,53,1,2,2,1,1,3,3,70,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6553600,NA,NA,7530000,810000,3.00E+05,3.00E+06,5.00E+05,NA,NA,580000,1.53E+08,NA,29280000,16380000
10513069117,5,3,1,34,1,2,6,1,1,4,4,120,3,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,14562800,NA,NA,11545000,850000,NA,3300000,1720000,NA,1900000,4.00E+05,559960000,NA,4300000,16380000
10513069120,5,2,2,60,1,2,1,3,NA,1,3,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,8844300,NA,1700000,8930000,1710000,1330000,260000,150000,NA,NA,475000,NA,NA,1.74E+08,10920000
10513069123,5,4,1,71,1,2,1,3,NA,6,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,5419900,NA,NA,8680000,675000,1670000,1200000,560000,NA,NA,255000,NA,NA,192500000,21840000
10513069208,5,4,1,68,1,2,1,1,1,3,4,80,3,2,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9748400,NA,3.00E+06,4550000,1580000,1450000,2.00E+06,3.00E+05,2.00E+05,250000,480000,1.90E+08,NA,24180000,21840000
10513069211,5,4,1,59,1,2,4,1,1,1,3,84,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,15270200,NA,9.00E+05,5520000,920000,4700000,1300000,9.00E+05,6.00E+05,1100000,1610000,406959992,NA,2320000,21840000
10513069213,5,1,2,78,2,NA,NA,3,NA,1,2,30,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,2839000,NA,NA,5100000,275000,1150000,NA,90000,NA,NA,NA,NA,NA,121510000,5460000
10513069216,5,2,1,70,1,1,1,3,NA,6,2,30,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,3812500,1500000,NA,5430000,360000,350000,150000,150000,NA,NA,190000,NA,NA,46630000,10920000
10513069220,5,3,1,60,1,2,1,1,1,1,3,90,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5705000,877500,NA,4331000,955000,2700000,1750000,283000,NA,NA,610000,NA,78500000,52700000,16380000
10513069223,5,3,1,38,1,2,2,1,1,1,4,120,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,12591750,NA,1600000,7180000,415000,NA,40000,150000,NA,240000,380000,7.50E+07,84300000,23100000,16380000
10513069308,5,2,1,83,2,NA,NA,1,1,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,11,23,6370000,NA,NA,4045000,460000,160000,4.00E+05,1.00E+05,NA,NA,160000,NA,63750000,3.70E+07,10920000
10513069309,5,5,1,39,1,2,4,1,1,6,4,70,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,3,11,23,3290000,NA,NA,4750000,NA,450000,NA,550000,NA,NA,320000,NA,1.25E+08,6980000,27300000
10513069315,5,2,2,50,1,2,1,3,NA,1,3,105,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,3,11,23,5731800,NA,NA,6369000,650000,NA,1.00E+06,95000,NA,NA,480000,NA,NA,191380000,16380000
10513069317,5,4,2,59,1,2,1,3,2,1,3,100,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,3,11,23,7606000,NA,NA,5550000,695000,NA,2.00E+05,350000,NA,NA,350000,2.76E+08,NA,18840000,21840000
10513069320,5,3,1,34,1,2,4,1,1,3,3,40,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,3,11,23,3830500,NA,NA,5660000,880000,850000,4.00E+05,430000,NA,NA,590000,NA,1.44E+08,4050000,16380000
10513069323,5,4,1,95,1,2,1,1,1,1,3,85,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,3,11,23,5356700,1400000,NA,5150000,9.00E+05,1800000,8.00E+05,3.00E+05,NA,NA,1.00E+05,NA,53250000,5.90E+07,21840000
10514069408,5,3,1,31,1,1,6,1,1,3,2,30,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,4,14,24,9998500,NA,NA,2355000,650000,NA,1400000,1300000,3.00E+05,NA,1900000,360100000,NA,1800000,16380000
10514069411,5,2,1,70,1,2,1,3,NA,1,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9773500,750000,3450000,3795000,5.00E+05,1780000,6.00E+05,4.00E+05,NA,NA,320000,NA,NA,203800000,10920000
10514069416,5,5,1,46,1,2,2,1,1,1,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,14161100,750000,NA,5610000,790000,2960000,850000,450000,NA,4.00E+05,670000,NA,173500000,2280000,27300000
10514069418,5,1,2,60,2,NA,NA,3,NA,1,3,80,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,8781500,NA,3900000,3660000,485000,1850000,1400000,280000,NA,NA,60000,NA,NA,274840000,5460000
10514069420,5,4,1,35,1,2,2,1,1,1,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,9531000,6.00E+05,1500000,5620000,645000,NA,6.00E+05,370000,NA,NA,450000,9.00E+07,NA,11500000,21840000
10514069423,5,5,1,61,1,2,1,1,1,1,3,65,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,10449000,NA,NA,4045000,780000,1650000,6700000,5.00E+05,3.00E+05,2.00E+05,980000,NA,4.00E+05,219300000,27300000
10514069508,5,5,2,56,2,NA,NA,3,2,3,3,50,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10542600,450000,1950000,5450000,6.00E+05,NA,2.00E+05,1030000,NA,NA,640000,1.44E+08,1.56E+08,3.20E+07,27300000
10514069511,5,5,1,50,1,2,2,1,1,6,4,100,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,12446000,NA,2.00E+06,9770000,2670000,2900000,2.00E+06,1500000,1900000,2.00E+05,1850000,NA,3.02E+08,NA,27300000
10514069514,5,4,1,43,1,2,1,1,1,1,2,36,3,6,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5767000,150000,1800000,6920000,7.00E+05,9.00E+05,250000,2.00E+05,2.00E+05,NA,390000,NA,9.50E+07,NA,21840000
10514069517,5,3,1,30,1,2,4,1,1,6,3,118,1,NA,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,4864000,NA,8.00E+05,7800000,140000,630000,1600000,3.00E+05,250000,NA,6.00E+05,124360000,16800000,680000,12740000
10514069520,5,4,1,58,1,2,1,1,2,1,3,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,13337500,NA,NA,8785000,1235000,NA,2.00E+05,620000,NA,670000,650000,7.00E+07,110500000,2500000,21840000
10514069523,5,3,1,81,2,NA,NA,3,1,1,3,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6824500,NA,NA,6928000,465000,2200000,220000,250000,NA,NA,180000,8.00E+07,NA,26720000,16380000
10514069609,5,1,1,71,2,NA,NA,3,NA,3,3,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,6275000,NA,NA,3600000,154000,NA,7.00E+05,1.00E+05,NA,NA,170000,NA,NA,110900000,5460000
10514069611,5,4,1,50,1,2,1,1,1,1,3,74,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,14815000,1312500,2600000,8680000,615000,1760000,1500000,480000,NA,NA,540000,NA,3.30E+08,24700000,21840000
10514069614,5,2,1,84,1,2,9,1,1,1,3,50,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9649000,NA,NA,5450000,335000,320000,NA,230000,NA,NA,2.00E+05,NA,2.90E+07,61900000,10920000
10514069617,5,3,1,48,1,2,4,1,1,1,4,108,3,8,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10267000,NA,NA,8990000,210000,1400000,1100000,860000,NA,NA,510000,NA,2.40E+08,1200000,16380000
10514069620,5,3,1,45,1,2,1,1,2,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,6773900,1050000,1.00E+06,4700000,170000,NA,5.00E+05,550000,3.00E+05,NA,550000,8.90E+07,3.00E+07,2280000,16380000
10514069623,5,2,1,79,2,NA,NA,1,1,1,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,4315000,NA,NA,5070000,350000,1400000,5.00E+05,50000,NA,NA,390000,NA,3.40E+07,37600000,10920000
10514069708,5,6,1,46,1,2,4,1,1,1,3,90,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,17723000,NA,NA,10410000,730000,780000,2300000,1250000,NA,NA,570000,429960000,NA,7.50E+07,32760000
10514069716,5,3,1,41,1,2,7,1,1,3,3,70,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,7664200,1400000,1620000,8940000,1960000,4180000,3800000,1250000,NA,NA,660000,NA,2.03E+08,NA,16380000
10514069723,5,5,1,53,1,2,6,3,1,1,4,80,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,12082000,NA,8.00E+05,7720000,1055000,1450000,1400000,240000,NA,NA,480000,NA,-6.50E+07,3.70E+08,27300000
10514069808,5,3,1,54,2,NA,NA,3,NA,1,3,75,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,10645000,1400000,990000,6785000,715000,30000,75000,120000,NA,NA,380000,NA,NA,239800000,16380000
10514069809,5,4,1,37,1,1,1,3,NA,4,3,75,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6818500,NA,1200000,5110000,NA,NA,80000,2.00E+05,NA,NA,770000,NA,NA,9.90E+07,21840000
10514069816,5,4,1,36,1,2,7,1,1,3,4,90,2,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,4,14,24,10901000,NA,4700000,6600000,2520000,2430000,3.00E+06,9.00E+05,1900000,NA,2780000,437600000,NA,NA,21840000
10514069817,5,4,1,36,1,2,2,1,1,3,3,50,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,13586000,50000,3350000,6150000,NA,NA,850000,1.00E+06,NA,980000,740000,NA,2.50E+08,NA,21840000
10514069820,5,4,1,48,1,2,2,1,1,1,4,88,2,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,12758600,NA,5400000,8900000,4060000,1250000,9.00E+05,1330000,1800000,6.00E+05,2240000,224040000,NA,NA,21840000
10514069823,5,2,1,30,1,2,6,1,1,6,3,50,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,4,14,24,19129000,NA,3150000,6540000,8480000,355000,2.00E+05,9.00E+05,NA,1100000,2270000,1.44E+08,NA,1.00E+08,10010000
10514069908,5,2,1,67,1,2,1,1,1,1,3,120,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,3970800,NA,NA,9160000,1308000,750000,1500000,220000,NA,NA,180000,NA,195500000,1860000,10920000
10514069909,5,3,1,34,1,2,4,1,1,6,4,70,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,13884000,NA,6.00E+05,5500000,NA,2280000,680000,1.00E+06,NA,NA,430000,9.00E+07,NA,960000,16380000
10514069914,5,5,1,59,1,2,4,1,1,1,4,120,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,14314500,NA,4.00E+05,8460000,1230000,1600000,1700000,7.00E+05,NA,NA,375000,NA,130300000,5.50E+07,27300000
10514069917,5,5,1,47,1,2,3,1,1,1,3,70,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,4465000,NA,2.00E+05,7020000,490000,750000,450000,330000,NA,NA,315000,115200000,NA,2240000,27300000
10514069920,5,5,1,47,1,2,4,1,1,1,3,95,3,1,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10389500,NA,NA,7811000,615000,2015000,750000,420000,NA,NA,275000,201600000,NA,3724000,27300000
10514069923,5,5,1,47,1,2,1,1,1,1,4,92,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5950000,NA,2700000,6220000,750000,2150000,550000,2.00E+05,350000,NA,390000,1.25E+08,NA,NA,27300000
11201148908,12,4,1,38,1,2,1,1,1,1,4,110,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,4,14,24,7269200,5.00E+05,2280000,5650000,961000,NA,3.00E+05,350000,NA,NA,393000,1.80E+08,NA,NA,21840000
11201148911,12,4,1,34,1,2,1,1,1,6,2,40,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,4,14,24,9211400,NA,3810000,4760000,3600000,80000,5.00E+05,4.00E+05,350000,NA,740000,NA,3.00E+08,NA,21840000
11201148914,12,5,1,40,1,2,1,1,1,3,4,78,3,1,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,4,14,24,8817300,NA,2200000,4510000,936000,NA,530000,315000,250000,NA,850000,7.40E+07,6.00E+07,NA,27300000
11201148917,12,3,1,74,2,NA,NA,1,1,1,3,70,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,6336450,NA,1065000,4790000,730000,NA,220000,220000,NA,NA,4.00E+05,NA,8.40E+07,32400000,16380000
11201148920,12,3,1,34,1,2,2,1,1,6,3,80,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9853300,NA,2310000,5235000,635000,NA,350000,250000,50000,NA,573000,8.00E+07,1.20E+08,NA,16380000
11201148923,12,5,1,36,1,2,1,1,1,1,4,120,2,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,10154000,5.00E+05,1950000,5830000,1110000,NA,550000,3.00E+05,NA,NA,970000,1.60E+08,NA,3.60E+07,27300000
11201149011,12,4,1,40,1,2,1,1,1,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9033400,NA,1440000,4695000,778000,NA,420000,2.00E+05,NA,NA,695000,1.48E+08,NA,5160000,21840000
11201149017,12,4,1,36,1,2,1,1,1,1,4,100,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,12753100,NA,2470000,5780000,1420000,80000,1840000,440000,NA,NA,930000,235332000,NA,5160000,21840000
11201149020,12,4,1,30,1,2,2,1,1,1,3,58,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9900400,NA,1730000,4717000,701000,NA,1600000,305000,NA,NA,650000,1.44E+08,NA,5160000,21840000
11201149023,12,4,1,34,1,2,1,1,1,3,3,70,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,14,24,11278800,NA,2740000,3925500,820000,225000,1400000,290000,NA,NA,9.00E+05,1.80E+08,NA,5160000,21840000
